prb_id,src_addr,type_addr,region,cc,asn_4,asn_6,prefix_4,prefix_6,rtt,min,max,avg
22522,192.168.1.100,IPv4,afrinic,SN,8346,6939,41.82.192.0/18,2001:470::/32, 93.873539,93.873539,96.70925,95.4866406667
22522,192.168.1.100,IPv4,afrinic,SN,8346,6939,41.82.192.0/18,2001:470::/32,  96.70925,93.873539,96.70925,95.4866406667
28607,192.168.0.226,IPv4,afrinic,RE,3215,3215,81.248.192.0/18,2a01:cb22::/36, 199.661853,198.036661,199.661853,198.9523253333
28607,192.168.0.226,IPv4,afrinic,RE,3215,3215,81.248.192.0/18,2a01:cb22::/36, 199.158462,198.036661,199.661853,198.9523253333
28607,192.168.0.226,IPv4,afrinic,RE,3215,3215,81.248.192.0/18,2a01:cb22::/36,  198.036661,198.036661,199.661853,198.9523253333
33053,192.168.68.126,IPv4,afrinic,ZA,37640,37640,154.66.88.0/21,2c0f:f470::/32, 41.809562,41.105403,41.809562,41.4893576667
33053,192.168.68.126,IPv4,afrinic,ZA,37640,37640,154.66.88.0/21,2c0f:f470::/32, 41.553108,41.105403,41.809562,41.4893576667
33053,192.168.68.126,IPv4,afrinic,ZA,37640,37640,154.66.88.0/21,2c0f:f470::/32,  41.105403,41.105403,41.809562,41.4893576667
35743,192.168.100.250,IPv4,afrinic,ZA,328137,328137,160.119.228.0/23,2c0f:f030::/36, 6.908435,2.476904,6.908435,4.0940076667
35743,192.168.100.250,IPv4,afrinic,ZA,328137,328137,160.119.228.0/23,2c0f:f030::/36, 2.476904,2.476904,6.908435,4.0940076667
35743,192.168.100.250,IPv4,afrinic,ZA,328137,328137,160.119.228.0/23,2c0f:f030::/36,  2.896684,2.476904,6.908435,4.0940076667
35790,192.168.10.235,IPv4,afrinic,RE,3215,211693,92.130.0.0/16,2001:67c:1308::/48, 191.613021,189.858663,194.404298,191.9586606667
35790,192.168.10.235,IPv4,afrinic,RE,3215,211693,92.130.0.0/16,2001:67c:1308::/48, 189.858663,189.858663,194.404298,191.9586606667
35790,192.168.10.235,IPv4,afrinic,RE,3215,211693,92.130.0.0/16,2001:67c:1308::/48,  194.404298,189.858663,194.404298,191.9586606667
50493,192.168.1.11,IPv4,afrinic,RE,3215,3215,83.198.0.0/16,2a01:cb22::/36, 206.986834,206.245917,206.986834,206.526278
50493,192.168.1.11,IPv4,afrinic,RE,3215,3215,83.198.0.0/16,2a01:cb22::/36, 206.346083,206.245917,206.986834,206.526278
50493,192.168.1.11,IPv4,afrinic,RE,3215,3215,83.198.0.0/16,2a01:cb22::/36,  206.245917,206.245917,206.986834,206.526278
51622,196.192.112.245,IPv4,afrinic,MU,37708,37708,196.192.112.0/23,2001:43f8:90::/48, 20.450083,20.450083,61.658458,40.0971803333
51622,196.192.112.245,IPv4,afrinic,MU,37708,37708,196.192.112.0/23,2001:43f8:90::/48, 38.183,20.450083,61.658458,40.0971803333
51622,196.192.112.245,IPv4,afrinic,MU,37708,37708,196.192.112.0/23,2001:43f8:90::/48,  61.658458,20.450083,61.658458,40.0971803333
51823,100.88.192.98,IPv4,afrinic,CD,206283,206283,185.243.14.0/24,2a02:f402::/32, 650.638542,632.838501,687.769667,657.0822366667
51823,100.88.192.98,IPv4,afrinic,CD,206283,206283,185.243.14.0/24,2a02:f402::/32, 632.838501,632.838501,687.769667,657.0822366667
51823,100.88.192.98,IPv4,afrinic,CD,206283,206283,185.243.14.0/24,2a02:f402::/32,  687.769667,632.838501,687.769667,657.0822366667
52459,192.168.1.10,IPv4,afrinic,RE,3215,3215,83.198.0.0/16,2a01:cb22::/36, 194.398459,194.398459,195.01825,194.7226806667
52459,192.168.1.10,IPv4,afrinic,RE,3215,3215,83.198.0.0/16,2a01:cb22::/36, 194.751333,194.398459,195.01825,194.7226806667
52459,192.168.1.10,IPv4,afrinic,RE,3215,3215,83.198.0.0/16,2a01:cb22::/36,  195.01825,194.398459,195.01825,194.7226806667
54721,192.168.1.15,IPv4,afrinic,RE,3215,3215,83.198.0.0/16,2a01:cb22::/36, 205.329458,204.536,205.329458,204.843861
54721,192.168.1.15,IPv4,afrinic,RE,3215,3215,83.198.0.0/16,2a01:cb22::/36, 204.536,204.536,205.329458,204.843861
54721,192.168.1.15,IPv4,afrinic,RE,3215,3215,83.198.0.0/16,2a01:cb22::/36,  204.666125,204.536,205.329458,204.843861
55130,172.29.40.21,IPv4,afrinic,ZA,327849,327849,45.222.0.0/20,2c0f:f2a0:1000::/36, 5.053417,4.617708,5.109875,4.927
55130,172.29.40.21,IPv4,afrinic,ZA,327849,327849,45.222.0.0/20,2c0f:f2a0:1000::/36, 4.617708,4.617708,5.109875,4.927
55130,172.29.40.21,IPv4,afrinic,ZA,327849,327849,45.222.0.0/20,2c0f:f2a0:1000::/36,  5.109875,4.617708,5.109875,4.927
6053,197.80.104.36,IPv4,afrinic,ZA,10474,10474,197.80.0.0/13,2c0f:ff40::/26, 1.419511,0.804186,1.419511,1.0202626667
6053,197.80.104.36,IPv4,afrinic,ZA,10474,10474,197.80.0.0/13,2c0f:ff40::/26, 0.804186,0.804186,1.419511,1.0202626667
6053,197.80.104.36,IPv4,afrinic,ZA,10474,10474,197.80.0.0/13,2c0f:ff40::/26,  0.837091,0.804186,1.419511,1.0202626667
62008,192.168.1.10,IPv4,afrinic,RE,3215,3215,83.198.0.0/16,2a01:cb22::/36, 204.95853,199.774146,204.95853,202.1906823333
62008,192.168.1.10,IPv4,afrinic,RE,3215,3215,83.198.0.0/16,2a01:cb22::/36, 199.774146,199.774146,204.95853,202.1906823333
62008,192.168.1.10,IPv4,afrinic,RE,3215,3215,83.198.0.0/16,2a01:cb22::/36,  201.839371,199.774146,204.95853,202.1906823333
6224,196.49.5.98,IPv4,afrinic,TZ,327844,327844,196.49.5.0/24,2001:43f8:1::/48, 0.950519,0.551755,0.950519,0.757814
6224,196.49.5.98,IPv4,afrinic,TZ,327844,327844,196.49.5.0/24,2001:43f8:1::/48, 0.771168,0.551755,0.950519,0.757814
6224,196.49.5.98,IPv4,afrinic,TZ,327844,327844,196.49.5.0/24,2001:43f8:1::/48,  0.551755,0.551755,0.950519,0.757814
6569,188.172.217.86,IPv4,afrinic,ZA,42473,42473,188.172.217.0/24,2a00:11c0:67::/48, 0.626973,0.329251,0.626973,0.492541
6569,188.172.217.86,IPv4,afrinic,ZA,42473,42473,188.172.217.0/24,2a00:11c0:67::/48, 0.329251,0.329251,0.626973,0.492541
6569,188.172.217.86,IPv4,afrinic,ZA,42473,42473,188.172.217.0/24,2a00:11c0:67::/48,  0.521399,0.329251,0.626973,0.492541
