1000362,2001:470:5926:33::1,"[{'rtt': 15.374695}, {'rtt': 38.558702}, {'rtt': 16.642514}]",15.374695,38.558702,23.5253036667
1000431,2a01:11:9200:2::133,"[{'rtt': 8.976357}, {'rtt': 6.638372}, {'rtt': 9.995129}]",6.638372,9.995129,8.5366193333
1001434,2a01:75c0:1000:160:a82d:24ff:feaa:3fc4,"[{'rtt': 12.406799}, {'rtt': 12.459656}, {'rtt': 12.461217}]",12.406799,12.461217,12.4425573333
1003964,2a05:d018:14a9:851c:c4f5:486c:fd8a:325f,"[{'rtt': 1.241364}, {'rtt': 1.306192}, {'rtt': 1.259341}]",1.241364,1.306192,1.2689656667
1003981,2a05:d01a:a41:611c:a70e:72ed:e5cc:7c0e,"[{'rtt': 10.864698}, {'rtt': 10.936132}, {'rtt': 10.887213}]",10.864698,10.936132,10.8960143333
1004961,2a00:23c8:5498:3405:868:156a:d006:b0e9,"[{'rtt': 4.179402}, {'rtt': 4.134994}, {'rtt': 3.976754}]",3.976754,4.179402,4.09705
10770,2a02:168:5a3f:128:a2f3:c1ff:fec4:5c29,"[{'rtt': 1.882376}, {'rtt': 1.882425}, {'rtt': 1.950181}]",1.882376,1.950181,1.904994
15448,2a10:3781:a98:0:6666:b3ff:feb0:bc92,"[{'rtt': 4.022052}, {'rtt': 4.132642}, {'rtt': 4.045728}]",4.022052,4.132642,4.0668073333
19723,2001:1c04:3c09:e100:c24a:ff:fecc:6b1c,"[{'rtt': 15.295015}, {'rtt': 15.71868}, {'rtt': 13.612201}]",13.612201,15.71868,14.8752986667
2252,2a01:2a8:0:fffe:220:4aff:fee0:2271,"[{'rtt': 8.372739}, {'rtt': 3.300097}, {'rtt': 63.228685}]",3.300097,63.228685,24.9671736667
27055,2001:9e8:3034:a000:16cc:20ff:fe48:be12,"[{'rtt': 9.786876}, {'rtt': 7.711971}, {'rtt': 7.581225}]",7.581225,9.786876,8.360024
28137,2a02:2698:842a:1a8:f6f2:6dff:fe5d:a454,"[{'rtt': 34.598919}, {'rtt': 32.19476}, {'rtt': 32.948883}]",32.19476,34.598919,33.2475206667
32032,2a02:908:d87:d20:1ad6:c7ff:fe22:50c6,"[{'rtt': 61.084069}, {'rtt': 12.361623}, {'rtt': 12.376724}]",12.361623,61.084069,28.607472
4164,2a01:430:0:2b:280:a3ff:fe91:3fe8,"[{'rtt': 8.97485}, {'rtt': 6.799874}, {'rtt': 34.084614}]",6.799874,34.084614,16.6197793333
51171,2a01:799:1796:501:1:b1ff:fe22:9549,"[{'rtt': 2.79325}, {'rtt': 2.753834}, {'rtt': 2.78475}]",2.753834,2.79325,2.777278
53821,2a0c:807:4614:5208:1:73ff:feab:7443,"[{'rtt': 9.862542}, {'rtt': 9.62475}, {'rtt': 9.475375}]",9.475375,9.862542,9.6542223333
54804,2a02:587:7612:ff00:1:bdff:fea2:37af,"[{'rtt': 16.931625}, {'rtt': 17.415792}, {'rtt': 17.832959}]",16.931625,17.832959,17.3934586667
61321,2a01:b340:63:e996:da58:d7ff:fe03:12d,"[{'rtt': 20.3389}, {'rtt': 11.651351}, {'rtt': 10.517004}]",10.517004,20.3389,14.169085
62002,2a02:2454:9950:8b00:da58:d7ff:fe03:5d,"[{'rtt': 19.791328}, {'rtt': 18.422552}, {'rtt': 16.501401}]",16.501401,19.791328,18.238427
6728,2001:67c:1740:9050::164,"[{'rtt': 10.867001}, {'rtt': 10.846299}, {'rtt': 10.853922}]",10.846299,10.867001,10.8557406667
6802,2a02:cbf4:102::20,"[{'rtt': 4.718199}, {'rtt': 4.822924}, {'rtt': 4.613955}]",4.613955,4.822924,4.7183593333
6441,2001:67c:2e74:1::21,"[{'rtt': 9.201567}, {'rtt': 9.309782}, {'rtt': 9.392981}]",9.201567,9.392981,9.3014433333
1000173,2804:10c8:1337:100::2,"[{'rtt': 221.037546}, {'rtt': 221.228445}, {'rtt': 221.167746}]",221.037546,221.228445,221.144579
1003171,2001:13c7:7001:500::73,"[{'rtt': 71.903389}, {'rtt': 83.596572}, {'rtt': 67.019668}]",67.019668,83.596572,74.1732096667
1003566,2a02:4780:13:c0de::17,"[{'rtt': 113.323221}, {'rtt': 113.261408}, {'rtt': 113.14046}]",113.14046,113.323221,113.2416963333
1003567,2a02:4780:13:c0de::18,"[{'rtt': 112.3489}, {'rtt': 112.087566}, {'rtt': 112.190952}]",112.087566,112.3489,112.2091393333
1003966,2803:5440:ffff:ffff::129,"[{'rtt': 150.574928}, {'rtt': 150.806593}, {'rtt': 150.571354}]",150.571354,150.806593,150.6509583333
12927,2800:300:6241:1eb0:a2f3:c1ff:fec4:591a,"[{'rtt': 5.662729}, {'rtt': 7.401843}, {'rtt': 11.436338}]",5.662729,11.436338,8.16697
24628,2804:1b3:a242:3a15:c66e:1fff:fe5b:e302,"[{'rtt': 113.7662}, {'rtt': 112.844012}, {'rtt': 113.008307}]",112.844012,113.7662,113.206173
26736,2a01:cb20:8051:9900:c66e:1fff:fe5b:e72a,"[{'rtt': 76.87753}, {'rtt': 72.352485}, {'rtt': 71.805155}]",71.805155,76.87753,73.67839
27636,2804:431:d77e:f3aa:f6f2:6dff:fe5d:9428,"[{'rtt': 120.812493}, {'rtt': 117.952463}, {'rtt': 121.179175}]",117.952463,121.179175,119.981377
28197,2804:14d:688d:aba:f6f2:6dff:fe5d:c006,"[{'rtt': 136.833346}, {'rtt': 145.447696}, {'rtt': 133.59895}]",133.59895,145.447696,138.626664
30045,2803:d480:0:80::3d58,"[{'rtt': 39.120639}, {'rtt': 39.158309}, {'rtt': 39.163275}]",39.120639,39.163275,39.1474076667
32169,2803:9400:3:2c83:d66e:eff:fe23:6cb8,"[{'rtt': 12.015411}, {'rtt': 11.171608}, {'rtt': 11.984246}]",11.171608,12.015411,11.723755
4113,2800:a8:a05::2013,"[{'rtt': 30.928902}, {'rtt': 31.542535}, {'rtt': 37.392392}]",30.928902,37.392392,33.287943
50041,2800:810:439:8610:1:ceff:fe34:f027,"[{'rtt': 164.583375}, {'rtt': 164.80275}, {'rtt': 164.665167}]",164.583375,164.80275,164.683764
6554,2001:1398:1:0:200:1:122:55,"[{'rtt': 4.86801}, {'rtt': 3.859382}, {'rtt': 1.71134}]",1.71134,4.86801,3.4795773333
6602,2607:f740:1::5,"[{'rtt': 111.094444}, {'rtt': 111.018053}, {'rtt': 111.082708}]",111.018053,111.094444,111.0650683333
6659,2a03:90c0:186::a5,"[{'rtt': 110.973156}, {'rtt': 110.88766}, {'rtt': 110.90436}]",110.88766,110.973156,110.9217253333
7019,2804:1f04:3000:138::10,"[{'rtt': 0.601787}, {'rtt': 0.495185}, {'rtt': 0.691519}]",0.495185,0.691519,0.5961636667
7124,2803:8240:50:1000::34,"[{'rtt': 19.013027}, {'rtt': 5.824647}, {'rtt': 10.842496}]",5.824647,19.013027,11.89339
7147,2800:a8:a05::2019,"[{'rtt': 33.787423}, {'rtt': 33.829207}, {'rtt': 32.389035}]",32.389035,33.829207,33.3352216667
7163,2803:4480:7001::c02:77:2,"[{'rtt': 210.688348}, {'rtt': 210.556865}, {'rtt': 210.701387}]",210.556865,210.701387,210.6488666667
1000173,10.10.10.2,"[{'rtt': 133.629834}, {'rtt': 129.405021}, {'rtt': 128.872807}]",128.872807,133.629834,130.6358873333
1003171,179.0.156.73,"[{'rtt': 34.064908}, {'rtt': 45.85164}, {'rtt': 73.474541}]",34.064908,73.474541,51.130363
1003566,45.143.83.77,"[{'rtt': 113.74444}, {'rtt': 113.593736}, {'rtt': 113.623842}]",113.593736,113.74444,113.654006
1003567,45.143.83.78,"[{'rtt': 114.360408}, {'rtt': 114.459229}, {'rtt': 114.45989}]",114.360408,114.45989,114.426509
1003966,172.16.2.129,"[{'rtt': 157.59587}, {'rtt': 157.571329}, {'rtt': 158.10134}]",157.571329,158.10134,157.7561796667
12160,192.168.1.2,"[{'rtt': 36.787187}, {'rtt': 35.305217}, {'rtt': 35.75102}]",35.305217,36.787187,35.947808
12927,192.168.100.131,"[{'rtt': 5.800503}, {'rtt': 39.241642}, {'rtt': 4.819543}]",4.819543,39.241642,16.6205626667
24628,192.168.50.30,"[{'rtt': 116.881061}, {'rtt': 116.512186}, {'rtt': 115.39884}]",115.39884,116.881061,116.264029
26736,192.168.1.15,"[{'rtt': 73.030674}, {'rtt': 78.318204}, {'rtt': 78.227354}]",73.030674,78.318204,76.5254106667
27636,192.168.15.82,"[{'rtt': 123.661383}, {'rtt': 124.62999}, {'rtt': 121.021643}]",121.021643,124.62999,123.1043386667
27927,192.168.161.36,"[{'rtt': 21.533295}, {'rtt': 20.82747}, {'rtt': 21.96527}]",20.82747,21.96527,21.4420116667
28197,192.168.0.3,"[{'rtt': 156.487819}, {'rtt': 138.912185}, {'rtt': 144.120798}]",138.912185,156.487819,146.506934
30045,181.225.41.78,"[{'rtt': 64.765902}, {'rtt': 64.583233}, {'rtt': 64.722322}]",64.583233,64.765902,64.6904856667
32169,192.168.1.69,"[{'rtt': 8.243158}, {'rtt': 10.003247}, {'rtt': 10.207882}]",8.243158,10.207882,9.4847623333
4113,190.64.201.3,"[{'rtt': 31.474182}, {'rtt': 54.235403}, {'rtt': 31.255302}]",31.255302,54.235403,38.9882956667
50041,192.168.0.2,"[{'rtt': 14.283917}, {'rtt': 14.286875}, {'rtt': 14.855834}]",14.283917,14.855834,14.475542
6554,200.1.122.55,"[{'rtt': 7.915169}, {'rtt': 4.971823}, {'rtt': 3.700979}]",3.700979,7.915169,5.5293236667
6602,148.163.220.5,"[{'rtt': 107.446827}, {'rtt': 107.582753}, {'rtt': 107.565665}]",107.446827,107.582753,107.5317483333
6659,5.188.238.222,"[{'rtt': 106.876844}, {'rtt': 106.806161}, {'rtt': 106.816044}]",106.806161,106.876844,106.8330163333
7019,143.208.160.10,"[{'rtt': 0.755221}, {'rtt': 0.48619}, {'rtt': 0.55193}]",0.48619,0.755221,0.5977803333
7124,138.186.10.34,"[{'rtt': 4.843248}, {'rtt': 3.816128}, {'rtt': 6.262529}]",3.816128,6.262529,4.9739683333
